datetime,temp,dew,humidity,precip,precipcover,preciptype,uvindex
2020-01-08 0:00:00.0000,37.2,22,56.2,0.023,8.33,rain,4
2020-01-09 0:00:00.0000,28,2.8,33.8,0,0,,4
2020-01-10 0:00:00.0000,42.5,29.2,59.6,0,0,,2
2020-01-11 0:00:00.0000,59.4,48.1,66.9,0,0,,4
2020-01-12 0:00:00.0000,62.3,46.1,57.5,0.02,4.17,rain,4
2020-01-13 0:00:00.0000,38.9,30.4,71.8,0.011,4.17,rain,1
2020-01-14 0:00:00.0000,39.8,32.9,76.4,0,0,,2
2020-01-15 0:00:00.0000,45.1,31.3,60.4,0,0,,4
2020-01-16 0:00:00.0000,39.9,26.5,60.1,0.099,20.83,rain,4
2020-01-17 0:00:00.0000,21.2,-4,33.2,0,0,,4
2020-01-18 0:00:00.0000,20.2,1.9,46.2,0.241,20.83,"rain,snow",2
2020-01-19 0:00:00.0000,34.2,21.5,62,0.05,8.33,"rain,snow",4
2020-01-20 0:00:00.0000,23.9,1.9,39.4,0,0,,5
2020-01-21 0:00:00.0000,22.9,1.1,38.3,0,0,,4
2020-01-22 0:00:00.0000,29.8,12.3,48,0,0,,4
2020-01-23 0:00:00.0000,37.5,15.3,43,0,0,,4
2020-01-24 0:00:00.0000,40.3,26.3,58.4,0,0,,4
2020-01-25 0:00:00.0000,43.8,37.2,77.8,0.695,25,rain,1
2020-01-26 0:00:00.0000,45.9,33.6,63.3,0,0,,5
2020-01-27 0:00:00.0000,42.5,27.3,55,0,0,,3
2020-01-28 0:00:00.0000,39.7,22.9,50.9,0,0,,2
2020-01-29 0:00:00.0000,35.8,12.2,38.6,0,0,,5
2020-01-30 0:00:00.0000,28.6,9.4,44.6,0,0,,5
2020-01-31 0:00:00.0000,36.8,20.1,51.4,0,0,,5
2020-02-01 0:00:00.0000,38,31.8,78,0.019,4.17,rain,3
2020-02-02 0:00:00.0000,39.4,24.9,57,0,0,,4
2020-02-03 0:00:00.0000,42,26.2,53.9,0,0,,5
2020-02-04 0:00:00.0000,41.7,31.8,67.9,0,0,,2
2020-02-05 0:00:00.0000,39.7,23.8,54.4,0.056,16.67,rain,2
2020-02-06 0:00:00.0000,38,31.7,78.8,0.446,54.17,"rain,snow",1
2020-02-07 0:00:00.0000,38.7,31.8,77,0.325,50,"rain,snow",1
2020-02-08 0:00:00.0000,30.1,10.2,43.3,0,0,,6
2020-02-09 0:00:00.0000,28.8,15.4,57,0,0,,5
2020-02-10 0:00:00.0000,44.1,36,73.2,0.168,33.33,rain,2
2020-02-11 0:00:00.0000,41.8,37,83,0.179,37.5,rain,0
2020-02-12 0:00:00.0000,41.2,22.9,49.2,0,0,,5
2020-02-13 0:00:00.0000,38.5,32.9,80.5,0.533,41.67,"rain,snow",1
2020-02-14 0:00:00.0000,27.9,8.8,46.1,0,0,,6
2020-02-15 0:00:00.0000,21.2,-0.2,39.3,0,0,,6
2020-02-16 0:00:00.0000,38.2,19.7,47.5,0,0,,3
2020-02-17 0:00:00.0000,40.6,18.8,43,0,0,,6
2020-02-18 0:00:00.0000,38.2,26.7,64.2,0.448,33.33,rain,2
2020-02-19 0:00:00.0000,41.5,20.1,45.3,0,0,,6
2020-02-20 0:00:00.0000,30.5,5.7,34.7,0,0,,6
2020-02-21 0:00:00.0000,25.7,1,34.5,0,0,,6
2020-02-22 0:00:00.0000,38.5,10.1,31.1,0,0,,6
2020-02-23 0:00:00.0000,44.5,18.9,37,0,0,,6
2020-02-24 0:00:00.0000,48.7,24.9,41.6,0,0,,6
2020-02-25 0:00:00.0000,46.8,38.6,73.3,0.149,12.5,rain,4
2020-02-26 0:00:00.0000,45.4,39.1,78.8,0.254,20.83,rain,4
2020-02-27 0:00:00.0000,43.6,30,62,0.747,33.33,rain,8
2020-02-28 0:00:00.0000,33.6,8.3,34.3,0,0,,6
2020-02-29 0:00:00.0000,29,8.1,41.2,0,0,,6
2020-03-01 0:00:00.0000,25.8,6.8,44.6,0,0,,7
2020-03-02 0:00:00.0000,39.1,25.3,57.8,0,0,,5
2020-03-03 0:00:00.0000,50.8,40.7,69.1,0.034,12.5,rain,6
2020-03-04 0:00:00.0000,46.3,27.3,49.5,0.031,8.33,rain,5
2020-03-05 0:00:00.0000,43.4,21,42.7,0,0,,7
2020-03-06 0:00:00.0000,38.1,30,73,0,0,,5
2020-03-07 0:00:00.0000,35.8,5,30.5,0,0,,7
2020-03-08 0:00:00.0000,41.6,10,27.9,0,0,,6
2020-03-09 0:00:00.0000,57,21.8,28.1,0,0,,7
2020-03-10 0:00:00.0000,52.3,37.8,61.3,0,0,,5
2020-03-11 0:00:00.0000,47.5,33.8,60.1,0,0,,7
2020-03-12 0:00:00.0000,39.8,29.1,66.6,0,0,,3
2020-03-13 0:00:00.0000,47.6,40.2,78.4,0.292,33.33,rain,2
2020-03-14 0:00:00.0000,45,22.2,40.7,0,0,,7
2020-03-15 0:00:00.0000,39,14.2,37.4,0,0,,7
2020-03-16 0:00:00.0000,31.3,12.6,46.4,0,0,,7
2020-03-17 0:00:00.0000,37.9,32.6,81.6,0.035,12.5,"rain,snow",2
2020-03-18 0:00:00.0000,42.9,24.2,48.8,0,0,,7
2020-03-19 0:00:00.0000,40.6,36.8,86.9,0.566,45.83,rain,2
2020-03-20 0:00:00.0000,51.7,46.7,84.3,0.022,16.67,rain,5
2020-03-21 0:00:00.0000,44,23.1,44.3,0,0,,8
2020-03-22 0:00:00.0000,30.1,9.3,41.9,0,0,,8
2020-03-23 0:00:00.0000,34.2,25.5,71.4,1.043,33.33,"rain,snow",3
2020-03-24 0:00:00.0000,40.7,32.4,73.8,0.684,29.17,"rain,snow",7
2020-03-25 0:00:00.0000,39.9,31.1,70.6,0,0,,4
2020-03-26 0:00:00.0000,39.8,28.2,64.1,0,0,,8
2020-03-27 0:00:00.0000,52.1,26.7,42.9,0.011,4.17,rain,8
2020-03-28 0:00:00.0000,44.5,27.3,52.8,0.056,12.5,rain,6
2020-03-29 0:00:00.0000,41.3,39.1,92.2,0.739,83.33,rain,1
2020-03-30 0:00:00.0000,39.5,37.3,91.6,0.118,29.17,rain,3
2020-03-31 0:00:00.0000,36.2,29.5,77,0.012,4.17,rain,8
2020-04-01 0:00:00.0000,37.3,28.8,71.5,0,0,,4
2020-04-02 0:00:00.0000,41.7,34.4,75.6,0.102,41.67,rain,3
2020-04-03 0:00:00.0000,43.3,40.8,90.9,0.832,100,rain,1
2020-04-04 0:00:00.0000,40.8,36.2,83.8,0.113,16.67,rain,8
2020-04-05 0:00:00.0000,44.5,37.3,76,0,0,,5
2020-04-06 0:00:00.0000,51,28.7,47.8,0,0,,8
2020-04-07 0:00:00.0000,52.1,24.1,35.2,0,0,,9
2020-04-08 0:00:00.0000,45.3,38,75.9,0.07,16.67,rain,5
2020-04-09 0:00:00.0000,44.6,38.9,80.7,0.645,37.5,rain,1
2020-04-10 0:00:00.0000,42.3,25.9,52.7,0.012,8.33,rain,7
2020-04-11 0:00:00.0000,44.2,22.2,44.1,0,0,,9
2020-04-12 0:00:00.0000,48.3,26.6,44.3,0,0,,7
2020-04-13 0:00:00.0000,56.1,52.1,86.7,0.541,66.67,rain,1
2020-04-14 0:00:00.0000,52,28.4,42.4,0,0,,7
2020-04-15 0:00:00.0000,45.9,21.9,41.2,0,0,,8
2020-04-16 0:00:00.0000,40.8,19,43,0,0,,7
2020-04-17 0:00:00.0000,41.9,17.5,38.2,0,0,,9
2020-04-18 0:00:00.0000,37.3,32.8,84.5,0.676,62.5,"rain,snow",2
2020-04-19 0:00:00.0000,48.2,30.8,53.3,0,0,,8
2020-04-20 0:00:00.0000,46.3,31.1,55.7,0,0,,4
2020-04-21 0:00:00.0000,43,30.9,63.3,0.334,16.67,rain,6
2020-04-22 0:00:00.0000,38.7,15.2,38.6,0,0,,6
2020-04-23 0:00:00.0000,43.9,12.8,29,0,0,,9
2020-04-24 0:00:00.0000,42.6,34.4,73.8,0.215,45.83,rain,2
2020-04-25 0:00:00.0000,46.7,33.6,61.6,0,0,,8
2020-04-26 0:00:00.0000,44.3,35.6,72.4,0.21,33.33,rain,3
2020-04-27 0:00:00.0000,40.2,37.7,90.5,0.606,100,rain,2
2020-04-28 0:00:00.0000,41.4,32.9,71.9,0.038,8.33,rain,8
2020-04-29 0:00:00.0000,44.8,35.7,70.6,0,0,,9
2020-04-30 0:00:00.0000,45.8,39.6,79.2,0.004,8.33,rain,3
2020-05-01 0:00:00.0000,53.3,50.8,91.5,0.788,37.5,rain,3
2020-05-02 0:00:00.0000,58,35.7,47.7,0.026,12.5,rain,9
2020-05-03 0:00:00.0000,65.3,43.7,47.9,0,0,,9
2020-05-04 0:00:00.0000,61.4,37.7,43.5,0,0,,9
2020-05-05 0:00:00.0000,50.6,28.4,43.1,0,0,,9
2020-05-06 0:00:00.0000,46.3,34.2,63,0,0,,8
2020-05-07 0:00:00.0000,52.5,28.8,47.4,0.011,4.17,rain,8
2020-05-08 0:00:00.0000,49.7,30.1,51,0.186,20.83,rain,6
2020-05-09 0:00:00.0000,40.2,25.7,60,0.171,25,rain,9
2020-05-10 0:00:00.0000,47.1,24.9,43.5,0,0,,10
2020-05-11 0:00:00.0000,50.9,40.7,69.2,0.234,25,rain,6
2020-05-12 0:00:00.0000,48.5,27.6,47.5,0,0,,7
2020-05-13 0:00:00.0000,49.4,19.8,33.1,0,0,,9
2020-05-14 0:00:00.0000,57.8,24.3,29.1,0,0,,7
2020-05-15 0:00:00.0000,61.3,52.3,73.6,0.513,20.83,rain,6
2020-05-16 0:00:00.0000,60.3,49.7,70,0.19,12.5,rain,7
2020-05-17 0:00:00.0000,55.7,45.1,68.3,0,0,,5
2020-05-18 0:00:00.0000,53.3,43.8,70.6,0,0,,3
2020-05-19 0:00:00.0000,50.8,40,66.9,0,0,,6
2020-05-20 0:00:00.0000,51.5,36.8,58.2,0,0,,6
2020-05-21 0:00:00.0000,59.2,35.9,44.5,0,0,,6
2020-05-22 0:00:00.0000,69.1,49.7,52.7,0,0,,6
2020-05-23 0:00:00.0000,58.5,47.2,66.7,0,0,,3
2020-05-24 0:00:00.0000,49.8,40.1,69.8,0,0,,6
2020-05-25 0:00:00.0000,51,48.1,89.8,0,0,,4
2020-05-26 0:00:00.0000,58.3,54.6,88.2,0,0,,6
2020-05-27 0:00:00.0000,71,60.5,72,0,0,,6
2020-05-28 0:00:00.0000,70.8,63.6,78.7,0,0,,3
2020-05-29 0:00:00.0000,73.1,66.5,80.9,0,0,,5
2020-05-30 0:00:00.0000,73,56.9,61.5,0.089,8.33,rain,6
2020-05-31 0:00:00.0000,62.2,37,40.7,0,0,,6
2020-06-01 0:00:00.0000,56,30.1,38.4,0,0,,6
2020-06-02 0:00:00.0000,56.5,42.8,60.3,0.02,8.33,rain,6
2020-06-03 0:00:00.0000,66.9,55.3,67.4,0.011,4.17,rain,5
2020-06-04 0:00:00.0000,73.7,56.6,59.3,0,0,,6
2020-06-05 0:00:00.0000,72.5,64.3,76.2,0.157,8.33,rain,4
2020-06-06 0:00:00.0000,73.3,65.2,77.3,0.156,12.5,rain,6
2020-06-07 0:00:00.0000,60.3,52,74.5,0,0,,3
2020-06-08 0:00:00.0000,66.9,43.4,45.3,0,0,,6
2020-06-09 0:00:00.0000,66.6,47.3,50.8,0,0,,6
2020-06-10 0:00:00.0000,61.7,54.2,77.1,0,0,,6
2020-06-11 0:00:00.0000,68.1,63.9,86.8,0.637,20.83,rain,3
2020-06-12 0:00:00.0000,74.1,57.5,62.1,0.092,4.17,rain,7
2020-06-13 0:00:00.0000,63.5,43.6,48.6,0,0,,7
2020-06-14 0:00:00.0000,59.4,47.3,64.9,0,0,,6
2020-06-15 0:00:00.0000,59.1,49.8,72.2,0,0,,6
2020-06-16 0:00:00.0000,62.6,50,64.1,0,0,,6
2020-06-17 0:00:00.0000,65.1,53.7,68.4,0,0,,6
2020-06-18 0:00:00.0000,73.3,61.2,67.4,0,0,,6
2020-06-19 0:00:00.0000,77.2,63.9,65.6,0,0,,6
2020-06-20 0:00:00.0000,79.9,62.9,58.2,0,0,,6
2020-06-21 0:00:00.0000,77.1,65.2,67.6,0.003,8.33,rain,5
2020-06-22 0:00:00.0000,66.3,63.1,89.6,0,0,,6
2020-06-23 0:00:00.0000,74.2,65.2,76.1,0,0,,6
2020-06-24 0:00:00.0000,76.6,67,73.7,0.016,16.67,rain,5
2020-06-25 0:00:00.0000,76.8,52.5,44.5,0,0,,7
2020-06-26 0:00:00.0000,75.4,57.7,55.6,0,0,,5
2020-06-27 0:00:00.0000,73.1,57.2,59.7,0.024,8.33,rain,4
2020-06-28 0:00:00.0000,69.3,63.8,83.3,1.177,33.33,rain,6
2020-06-29 0:00:00.0000,66.4,63.8,91.4,0.262,45.83,rain,2
2020-06-30 0:00:00.0000,64.4,62.3,92.7,0.176,20.83,rain,2
2020-07-01 0:00:00.0000,66.6,63.9,91.2,0.073,20.83,rain,7
2020-07-02 0:00:00.0000,73.7,65.1,76.3,0.009,4.17,rain,7
2020-07-03 0:00:00.0000,69.1,62.7,80.5,0,0,,2
2020-07-04 0:00:00.0000,65.4,61,85.8,0,0,,6
2020-07-05 0:00:00.0000,70.6,65.1,83.2,0.042,8.33,rain,6
2020-07-06 0:00:00.0000,66.3,62.2,86.9,0.065,8.33,rain,6
2020-07-07 0:00:00.0000,69,58.8,72.8,0,0,,6
2020-07-08 0:00:00.0000,75.6,67.3,76.4,0,0,,4
2020-07-09 0:00:00.0000,78.1,70.1,77,0,0,,6
2020-07-10 0:00:00.0000,72.5,69,88.8,0,0,,5
2020-07-11 0:00:00.0000,78.7,70.6,77.9,0.012,8.33,rain,6
2020-07-12 0:00:00.0000,80.3,67,66,0,0,,7
2020-07-13 0:00:00.0000,75.9,65.7,71.2,0.074,16.67,rain,6
2020-07-14 0:00:00.0000,70.5,64.4,81.7,0.6,12.5,rain,5
2020-07-15 0:00:00.0000,65.3,59.4,81.7,0.052,8.33,rain,7
2020-07-16 0:00:00.0000,64.6,55.9,73.7,0,0,,7
2020-07-17 0:00:00.0000,65.5,59.7,81.5,0.112,16.67,rain,3
2020-07-18 0:00:00.0000,78.3,64.7,66.9,0,0,,7
2020-07-19 0:00:00.0000,82.2,67.1,62,0,0,,6
2020-07-20 0:00:00.0000,83.3,67.6,61.1,0,0,,6
2020-07-21 0:00:00.0000,82.7,57.9,43.8,0,0,,6
2020-07-22 0:00:00.0000,72.8,61.9,71,0.122,33.33,rain,6
2020-07-23 0:00:00.0000,75.8,70,83.8,0.783,25,rain,6
2020-07-24 0:00:00.0000,74.1,65.1,73.9,0,0,,5
2020-07-25 0:00:00.0000,76.6,64.6,67.8,0,0,,7
2020-07-26 0:00:00.0000,82.4,62.6,53.3,0,0,,6
2020-07-27 0:00:00.0000,86,64.8,50.4,0,0,,6
2020-07-28 0:00:00.0000,85.9,65.7,52.3,0.001,4.17,rain,7
2020-07-29 0:00:00.0000,79.4,58.9,50,0,0,,6
2020-07-30 0:00:00.0000,77.7,64.9,65.6,0,0,,7
2020-07-31 0:00:00.0000,74.3,62.5,67.4,0,0,,6
2020-08-01 0:00:00.0000,75.5,63.1,66.1,0,0,,6
2020-08-02 0:00:00.0000,77.2,67.4,73.9,0.076,12.5,rain,5
2020-08-03 0:00:00.0000,83.9,66.1,58.9,0,0,,6
2020-08-04 0:00:00.0000,74.4,67.4,79.1,0.17,8.33,rain,3
2020-08-05 0:00:00.0000,80.3,62.8,58.6,0,0,,7
2020-08-06 0:00:00.0000,75.8,54.3,47.7,0,0,,6
2020-08-07 0:00:00.0000,69.9,59.7,70.9,0,0,,6
2020-08-08 0:00:00.0000,71.1,59.5,68.3,0,0,,6
2020-08-09 0:00:00.0000,77.2,65.9,70.5,0,0,,6
2020-08-10 0:00:00.0000,82.3,66.4,61.8,0,0,,7
2020-08-11 0:00:00.0000,82.1,68.8,65.7,0,0,,6
2020-08-12 0:00:00.0000,80.9,68.1,67.2,0,0,,6
2020-08-13 0:00:00.0000,77.6,59.5,54.6,0,0,,5
2020-08-14 0:00:00.0000,72.9,61,67.3,0,0,,6
2020-08-15 0:00:00.0000,67.6,60,76.9,0,0,,2
2020-08-16 0:00:00.0000,66.7,61.9,84.6,0.133,16.67,rain,2
2020-08-17 0:00:00.0000,65.8,59.4,80.4,0.11,16.67,rain,5
2020-08-18 0:00:00.0000,74.3,57.9,62,0.157,16.67,rain,6
2020-08-19 0:00:00.0000,68.8,55.8,63.8,0.058,8.33,rain,5
2020-08-20 0:00:00.0000,70.4,50.3,52.1,0,0,,6
2020-08-21 0:00:00.0000,75.9,58.3,57.9,0,0,,6
2020-08-22 0:00:00.0000,73.7,63.9,71.7,0.017,16.67,rain,6
2020-08-23 0:00:00.0000,72.3,64.9,78.7,1.325,25,rain,6
2020-08-24 0:00:00.0000,75.9,67.8,77.6,0,0,,6
2020-08-25 0:00:00.0000,78.2,64.5,65.7,0,0,,5
2020-08-26 0:00:00.0000,68,42.7,41.3,0,0,,6
2020-08-27 0:00:00.0000,62.9,49.8,64,0.166,12.5,rain,1
2020-08-28 0:00:00.0000,68.6,59.2,73.8,0,0,,5
2020-08-29 0:00:00.0000,71.1,67.7,89,0.078,16.67,rain,2
2020-08-30 0:00:00.0000,70.3,51.2,52.4,0,0,,6
2020-08-31 0:00:00.0000,64.9,51.2,61.6,0,0,,6
2020-09-01 0:00:00.0000,65.9,57.2,74.2,0,0,,5
2020-09-02 0:00:00.0000,65.6,62.9,90.9,0.2,20.83,rain,1
2020-09-03 0:00:00.0000,71,67.5,89,0.012,8.33,rain,3
2020-09-04 0:00:00.0000,75,57.4,59.2,0,0,,6
2020-09-05 0:00:00.0000,69.2,45.6,44,0,0,,6
2020-09-06 0:00:00.0000,68.4,54,61,0,0,,5
2020-09-07 0:00:00.0000,70.1,57.6,67.7,0,0,,6
2020-09-08 0:00:00.0000,69.2,62.6,80.5,0,0,,5
2020-09-09 0:00:00.0000,69.9,63.4,80.7,0,0,,5
2020-09-10 0:00:00.0000,74.2,70.2,87.8,0.265,25,rain,3
2020-09-11 0:00:00.0000,64.6,57.5,78.2,0,0,,4
2020-09-12 0:00:00.0000,59.8,48.5,67.2,0,0,,6
2020-09-13 0:00:00.0000,64,55.1,74,0,0,,5
2020-09-14 0:00:00.0000,68.6,50.6,56.4,0,0,,5
2020-09-15 0:00:00.0000,55.7,41.6,59.3,0,0,,5
2020-09-16 0:00:00.0000,61.7,50.3,67.7,0,0,,5
2020-09-17 0:00:00.0000,67.3,54.3,65.7,0,0,,5
2020-09-18 0:00:00.0000,59.8,46.3,62.1,0,0,,4
2020-09-19 0:00:00.0000,53,30.3,42.3,0,0,,6
2020-09-20 0:00:00.0000,51.7,32.2,47.5,0,0,,6
2020-09-21 0:00:00.0000,52.9,35,51.3,0,0,,5
2020-09-22 0:00:00.0000,55.5,31.4,41.7,0,0,,3
2020-09-23 0:00:00.0000,65.9,44.7,47,0,0,,5
2020-09-24 0:00:00.0000,69,52.5,57.5,0,0,,5
2020-09-25 0:00:00.0000,63.8,55.7,75.7,0,0,,5
2020-09-26 0:00:00.0000,64.6,58.4,81.4,0,0,,5
2020-09-27 0:00:00.0000,68.8,64.5,86.6,0,0,,4
2020-09-28 0:00:00.0000,69.8,65.3,86.8,0.05,8.33,rain,5
2020-09-29 0:00:00.0000,68.9,62.6,81.4,0,0,,5
2020-09-30 0:00:00.0000,69.6,59.1,71.1,0.475,37.5,rain,4
2020-10-01 0:00:00.0000,65.3,53.6,67,0,0,,5
2020-10-02 0:00:00.0000,59.2,51.1,75.1,0.02,8.33,rain,2
2020-10-03 0:00:00.0000,55.8,45.9,70.2,0,0,,5
2020-10-04 0:00:00.0000,55.6,42.5,62.5,0,0,,5
2020-10-05 0:00:00.0000,56.7,51.6,83.4,0,0,,4
2020-10-06 0:00:00.0000,58.6,50.3,76.5,0,0,,5
2020-10-07 0:00:00.0000,61.8,50.7,68.7,0.02,8.33,rain,5
2020-10-08 0:00:00.0000,56.2,34.3,44.9,0,0,,5
2020-10-09 0:00:00.0000,51.6,30.3,45.8,0,0,,5
2020-10-10 0:00:00.0000,65.1,52.5,65.3,0,0,,4
2020-10-11 0:00:00.0000,57.7,44.1,60.7,0,0,,5
2020-10-12 0:00:00.0000,52.6,41.2,65.2,0,0,,2
2020-10-13 0:00:00.0000,54.8,52.4,91.8,1.477,75,rain,1
2020-10-14 0:00:00.0000,58.3,45.2,65.9,0.011,4.17,rain,5
2020-10-15 0:00:00.0000,59.6,50.2,73.6,0,0,,4
2020-10-16 0:00:00.0000,59.3,56.8,91.7,0.475,33.33,rain,2
2020-10-17 0:00:00.0000,50,38.1,67.9,1.418,41.67,rain,5
2020-10-18 0:00:00.0000,49.4,39.4,69.3,0,0,,4
2020-10-19 0:00:00.0000,51.2,45,79.9,0,0,,4
2020-10-20 0:00:00.0000,57.1,53.8,89.2,0,0,,3
2020-10-21 0:00:00.0000,58.8,57.6,95.9,0.063,20.83,rain,3
2020-10-22 0:00:00.0000,60.8,57.6,89.9,0,0,,4
2020-10-23 0:00:00.0000,57.2,54.5,91.1,0,0,,4
2020-10-24 0:00:00.0000,59.2,51.1,75.4,0,0,,3
2020-10-25 0:00:00.0000,46.1,33.6,61.7,0,0,,2
2020-10-26 0:00:00.0000,51,43.7,77.2,0.011,8.33,rain,1
2020-10-27 0:00:00.0000,50.9,40.9,70.1,0,0,,2
2020-10-28 0:00:00.0000,46.4,42.8,87.3,0.283,50,rain,1
2020-10-29 0:00:00.0000,46.3,42.9,87.9,0.868,50,rain,1
2020-10-30 0:00:00.0000,34.2,31.2,89,0.324,66.67,"rain,snow",1
2020-10-31 0:00:00.0000,33.9,23.7,67.2,0,0,,4
2020-11-01 0:00:00.0000,44.3,38.3,79.9,0.622,37.5,rain,2
2020-11-02 0:00:00.0000,38.7,23.7,55.6,0,0,,2
2020-11-03 0:00:00.0000,37.5,19.9,49.5,0,0,,4
2020-11-04 0:00:00.0000,43.4,30.1,60.1,0,0,,4
2020-11-05 0:00:00.0000,58.4,48.9,72.8,0,0,,4
2020-11-06 0:00:00.0000,61.3,47.8,64,0,0,,4
2020-11-07 0:00:00.0000,62.1,44.9,54.9,0,0,,4
2020-11-08 0:00:00.0000,57.4,45.9,67.2,0,0,,4
2020-11-09 0:00:00.0000,51.2,46.6,84.8,0,0,,4
2020-11-10 0:00:00.0000,60.2,50.2,71.3,0,0,,4
2020-11-11 0:00:00.0000,65.2,60,83.9,0,0,,2
2020-11-12 0:00:00.0000,58.1,49.2,73.6,0.012,4.17,rain,0
2020-11-13 0:00:00.0000,45.9,42.7,88.7,0.231,50,rain,0
2020-11-14 0:00:00.0000,43.1,31.8,65.7,0,0,,3
2020-11-15 0:00:00.0000,43.2,31.7,64.5,0.092,12.5,rain,4
2020-11-16 0:00:00.0000,49,33.4,56.6,0.309,12.5,rain,3
2020-11-17 0:00:00.0000,42.2,25.2,51.3,0,0,,3
2020-11-18 0:00:00.0000,29.9,11.7,46.7,0,0,,3
2020-11-19 0:00:00.0000,33.1,19.1,56.4,0,0,,3
2020-11-20 0:00:00.0000,53.2,33.6,48.1,0,0,,3
2020-11-21 0:00:00.0000,53.6,34.4,49,0,0,,4
2020-11-22 0:00:00.0000,42,32.5,69.1,0,0,,1
2020-11-23 0:00:00.0000,47.6,42.2,82.6,1.814,37.5,rain,0
2020-11-24 0:00:00.0000,37.1,20.2,51.2,0,0,,3
2020-11-25 0:00:00.0000,38.5,28,65.7,0.011,4.17,rain,2
2020-11-26 0:00:00.0000,49.7,47.8,92.9,0.292,41.67,rain,1
2020-11-27 0:00:00.0000,49.2,44.2,83.6,0,0,,2
2020-11-28 0:00:00.0000,47.6,35.9,64.3,0,0,,2
2020-11-29 0:00:00.0000,43.7,28.7,56.3,0,0,,3
2020-11-30 0:00:00.0000,49.6,46.4,88.6,0.843,50,rain,1
2020-12-01 0:00:00.0000,56,47.9,75.7,0.443,16.67,rain,2
2020-12-02 0:00:00.0000,39.8,25.8,57.2,0,0,,3
2020-12-03 0:00:00.0000,41.4,24.8,52.2,0,0,,3
2020-12-04 0:00:00.0000,48.6,32.7,55.7,0.023,8.33,rain,2
2020-12-05 0:00:00.0000,39.7,37.8,92.8,1.721,83.33,"rain,snow",0
2020-12-06 0:00:00.0000,33.7,22.5,63.8,0,0,,4
2020-12-07 0:00:00.0000,29.8,18.8,63.4,0,0,,3
2020-12-08 0:00:00.0000,28.8,18.8,66.1,0,0,,2
2020-12-09 0:00:00.0000,30.7,20.9,67.2,0,0,,2
2020-12-10 0:00:00.0000,38.3,27.1,64.6,0,0,,3
2020-12-11 0:00:00.0000,40.6,32.6,73.9,0,0,,3
2020-12-12 0:00:00.0000,42.2,41.2,96.1,0.482,29.17,rain,1
2020-12-13 0:00:00.0000,47.4,41.1,81.1,0,0,,3
2020-12-14 0:00:00.0000,36.2,29.4,76.4,0.068,25,"rain,snow",1
2020-12-15 0:00:00.0000,31.6,10.8,43.3,0,0,,3
2020-12-16 0:00:00.0000,22.8,8.6,54.4,0.006,4.17,"rain,snow",2
2020-12-17 0:00:00.0000,25,21.9,88.1,0.311,50,"rain,snow",2
2020-12-18 0:00:00.0000,25.4,13.4,60.3,0,0,,2
2020-12-19 0:00:00.0000,23.5,14.9,69.3,0,0,,3
2020-12-20 0:00:00.0000,30.3,24.8,80,0.032,12.5,"rain,snow",1
2020-12-21 0:00:00.0000,33.2,30,88.3,0,0,,1
2020-12-22 0:00:00.0000,38.2,26.7,63.4,0,0,,3
2020-12-23 0:00:00.0000,34.3,19.4,54.7,0,0,,3
2020-12-24 0:00:00.0000,42.7,39.1,87,0,0,,2
2020-12-25 0:00:00.0000,52.4,49.7,91.1,1.507,70.83,rain,1
2020-12-26 0:00:00.0000,32.3,18.1,55.6,0,0,,4
2020-12-27 0:00:00.0000,31.2,18.2,58.7,0,0,,3
2020-12-28 0:00:00.0000,38.9,32.4,77.8,0,0,,2
2020-12-29 0:00:00.0000,33.7,11.4,40.5,0,0,,3
2020-12-30 0:00:00.0000,30.8,13.9,50.4,0,0,,3
2020-12-31 0:00:00.0000,41.5,30.8,66.2,0.1,12.5,rain,1
2021-01-01 0:00:00.0000,33.5,22.4,63.9,0.032,4.17,rain,3
2021-01-02 0:00:00.0000,38.9,35,86.5,0.487,50,rain,1
2021-01-03 0:00:00.0000,32.3,26.7,79.8,0.031,8.33,"rain,snow",1
2021-01-04 0:00:00.0000,33.6,27.9,79.6,0,0,,3
2021-01-05 0:00:00.0000,31.4,27.2,84.1,0.011,4.17,"rain,snow",1
2021-01-06 0:00:00.0000,33.2,23.2,67.5,0,0,,3
2021-01-07 0:00:00.0000,34.1,17.5,50.7,0,0,,4
2021-01-08 0:00:00.0000,31.4,14.4,51.1,0,0,,4
2021-01-09 0:00:00.0000,29.8,14.6,52.8,0,0,,3
2021-01-10 0:00:00.0000,33.1,16.3,50.5,0,0,,4
2021-01-11 0:00:00.0000,31.3,17.4,56.5,0,0,,1
2021-01-12 0:00:00.0000,33.7,20.6,59.2,0,0,,4
2021-01-13 0:00:00.0000,35.4,23.2,60.9,0,0,,4
2021-01-14 0:00:00.0000,35,29.9,82.2,0.106,29.17,"rain,snow",1
2021-01-15 0:00:00.0000,36.9,31.9,82.6,0,0,,3
2021-01-16 0:00:00.0000,43.1,39.2,86.6,1.049,45.83,rain,2
2021-01-17 0:00:00.0000,38.8,24.9,57.5,0,0,,3
2021-01-18 0:00:00.0000,38.9,24.2,55.6,0,0,,3
2021-01-19 0:00:00.0000,33.2,18.5,55.3,0,0,,4
2021-01-20 0:00:00.0000,32.6,18.2,55.6,0,0,,2
2021-01-21 0:00:00.0000,26.4,13.8,59.3,0,0,,2
2021-01-22 0:00:00.0000,36.3,23.7,60.3,0,0,,4
